id,company_id,company_name,date,lettering,label,debit,credit,plan_item_number,plan_item_label,journal_code,journal_label,document_id,document_label,invoice_number,invoice_link,fec_pieceref,document_created_at,document_updated_at,thirdparty_id,thirdparty_plan_item_number,thirdparty_plan_item_label,tag_group,tag_label,tag_weight
"6027092166","21922217","AIRPORTING","2024-12-03T23:00:00.000Z","","Paiement reçu de LEMON LEARNING SASU/ Airporting - F-2024-2420 / pierre.leroux@lemonlearning.fr / pierre.leroux@lemonlearning.fr / Leroux / pierre.leroux@lemonlearning.fr / AIRP - F-2024-2420 / paid_by = sepa_debit / Airporting - F-2024-2420 / transaction_id = Stripe_py_3QSCsLE2IquGd2Rf0CrkbxgP","7488.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1456678717","Paiement reçu de LEMON LEARNING SASU/ Airporting - F-2024-2420 / pierre.leroux@lemonlearning.fr / pierre.leroux@lemonlearning.fr / Leroux / pierre.leroux@lemonlearning.fr / AIRP - F-2024-2420 / paid_by = sepa_debit / Airporting - F-2024-2420 / transaction_id = Stripe_py_3QSCsLE2IquGd2Rf0CrkbxgP","","","CA5KH0YGC4","2024-12-06T02:53:14.329Z","2024-12-06T02:53:15.008Z","","","","","",""
"6027092178","21922217","AIRPORTING","2024-12-03T23:00:00.000Z","","Paiement reçu de GIE ipso Transverse/ Airporting - F-2024-2417 / achats.sas@ipsosante.fr / achats.transverse@ipsosante.fr / Ipso Sante SAS / achats.sas@ipsosante.fr / AIRP - F-2024-2417 / paid_by = sepa_debit / Airporting - F-2024-2417 / transaction_id = Stripe_py_3QSCs7E2IquGd2Rf1tAxNQvE","3600.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1456678718","Paiement reçu de GIE ipso Transverse/ Airporting - F-2024-2417 / achats.sas@ipsosante.fr / achats.transverse@ipsosante.fr / Ipso Sante SAS / achats.sas@ipsosante.fr / AIRP - F-2024-2417 / paid_by = sepa_debit / Airporting - F-2024-2417 / transaction_id = Stripe_py_3QSCs7E2IquGd2Rf1tAxNQvE","","","KXOSD0FNSQ","2024-12-06T02:53:14.329Z","2024-12-06T02:53:15.008Z","","","","","",""
"5915792228","21922217","AIRPORTING","2024-11-26T23:00:00.000Z","","Prélèvement de  PRLV SEPA/DGFIP IMPOT / vers = DGFIP IMPOT / Remittance_info = TVA1-112024-3310CA3 / 220750910800106950424 / Code = 0818 / transaction_id = SoBank_45622_EUR_30004_00010222744_45622_3","0.00","15335.00","5121004","BNP Paribas - BNPP","BQ4","Journal de trésorerie - BNPP","1425053467","Prélèvement de  PRLV SEPA/DGFIP IMPOT / vers = DGFIP IMPOT / Remittance_info = TVA1-112024-3310CA3 / 220750910800106950424 / Code = 0818 / transaction_id = SoBank_45622_EUR_30004_00010222744_45622_3","","","M7FFIGHZMR","2024-11-28T02:54:19.794Z","2024-11-28T13:12:40.420Z","","","","","",""
"5783674468","21922217","AIRPORTING","2024-11-17T23:00:00.000Z","","Prélèvement de  PRLV SEPA/BNP PARIBAS LEASE GRO / vers = BNP PARIBAS LEASE GROUP / Remittance_info = BNP PARIBAS LEASE GROUP /A1R61730/.1A1R61730001181124EPG95X63292 /SIEN / .1A1R61730001181124EPG95X63292 / Code = 0813 / transaction_id = SoBank_45613_EUR_30004_00010222744_45613_1","0.00","125.86","5121004","BNP Paribas - BNPP","BQ4","Journal de trésorerie - BNPP","1396525525","Prélèvement de  PRLV SEPA/BNP PARIBAS LEASE GRO / vers = BNP PARIBAS LEASE GROUP / Remittance_info = BNP PARIBAS LEASE GROUP /A1R61730/.1A1R61730001181124EPG95X63292 /SIEN / .1A1R61730001181124EPG95X63292 / Code = 0813 / transaction_id = SoBank_45613_EUR_30004_00010222744_45613_1","","","NJLPF4V9YI","2024-11-19T02:55:05.933Z","2024-11-19T12:14:36.286Z","","","","","",""
"5783687015","21922217","AIRPORTING","2024-11-17T23:00:00.000Z","","Virement reçu de  STRIPE / de = STRIPE / Remittance_info = STRIPE / STRIPE-F0KVVM3QTZV3HDPGXFR3RZ3QHKPM / reference = 0000000 / Code = 0568 / transaction_id = SoBank_45613_EUR_30004_00010222744_45613_5","41114.50","0.00","5121004","BNP Paribas - BNPP","BQ4","Journal de trésorerie - BNPP","1396525529","Virement reçu de  STRIPE / de = STRIPE / Remittance_info = STRIPE / STRIPE-F0KVVM3QTZV3HDPGXFR3RZ3QHKPM / reference = 0000000 / Code = 0568 / transaction_id = SoBank_45613_EUR_30004_00010222744_45613_5","","","GLP6DRWECA","2024-11-19T02:55:05.933Z","2024-11-19T12:17:59.778Z","","","","","",""
"5783689018","21922217","AIRPORTING","2024-11-17T23:00:00.000Z","","Virement reçu de  HOLIDOG / de = HOLIDOG / Remittance_info = F2006 / F2006 / reference = 0000000 / Code = 0568 / transaction_id = SoBank_45613_EUR_30004_00010222744_45613_2","1200.00","0.00","5121004","BNP Paribas - BNPP","BQ4","Journal de trésorerie - BNPP","1396525526","Virement reçu de  HOLIDOG / de = HOLIDOG / Remittance_info = F2006 / F2006 / reference = 0000000 / Code = 0568 / transaction_id = SoBank_45613_EUR_30004_00010222744_45613_2","","","CC1ZVDYTCF","2024-11-19T02:55:05.933Z","2024-11-19T12:40:47.340Z","","","","","",""
"5304282181","21922217","AIRPORTING","2024-10-03T22:00:00.000Z","","Virement reçu de  ASSOC. ASSOCIATION KONEXIO / de = ASSOC. ASSOCIATION KONEXIO / Remittance_info = REF(CPWCVT4UMX) - F-2024-2363 / 369B1A0A551442AD82365AA394F30C0E / reference = 0000000 / Code = 0568 / transaction_id = SoBank_45568_EUR_30004_00010222744_45568_1","3600.00","0.00","5121004","BNP Paribas - BNPP","BQ4","Journal de trésorerie - BNPP","1283211331","Virement reçu de  ASSOC. ASSOCIATION KONEXIO / de = ASSOC. ASSOCIATION KONEXIO / Remittance_info = REF(CPWCVT4UMX) - F-2024-2363 / 369B1A0A551442AD82365AA394F30C0E / reference = 0000000 / Code = 0568 / transaction_id = SoBank_45568_EUR_30004_00010222744_45568_1","","","6QUE8WFSHL","2024-10-07T00:55:52.161Z","2024-10-07T00:55:52.569Z","81075612","411100028","KONEXIO","","",""
"5304415144","21922217","AIRPORTING","2024-10-03T22:00:00.000Z","","Virement reçu de  REFILL DISTRIBUTION / de = REFILL DISTRIBUTION / Remittance_info = F-2024-2372 / SCTINSTOUTHBJNBJKSFYVKA33EZFVB6G / reference = 0000000 / Code = 0563 / transaction_id = SoBank_45568_EUR_30004_00010222744_45568_2","8400.00","0.00","5121004","BNP Paribas - BNPP","BQ4","Journal de trésorerie - BNPP","1283211332","Virement reçu de  REFILL DISTRIBUTION / de = REFILL DISTRIBUTION / Remittance_info = F-2024-2372 / SCTINSTOUTHBJNBJKSFYVKA33EZFVB6G / reference = 0000000 / Code = 0563 / transaction_id = SoBank_45568_EUR_30004_00010222744_45568_2","","","7RQMQBVECM","2024-10-07T00:55:52.161Z","2024-10-07T03:14:01.271Z","113014466","411100055","REFILL DISTRIBUTION","","",""
"5973770221","21922217","AIRPORTING","2024-12-02T23:00:00.000Z","","Direct debit from SWILE","0.00","3046.00","5121001","Pennylane - Compte Pro Pennylane","BQ1","Journal de trésorerie - Compte Pro Pennylane","1442427223","Direct debit from SWILE","","","26NVOHSL3J","2024-12-03T06:01:01.519Z","2024-12-03T08:49:22.853Z","","","","","",""
"5915779693","21922217","AIRPORTING","2024-11-27T23:00:00.000Z","","SUPERHUMAN","0.00","38.26","5121001","Pennylane - Compte Pro Pennylane","BQ1","Journal de trésorerie - Compte Pro Pennylane","1425520710","SUPERHUMAN","","","LZ0EQQH0FG","2024-11-28T07:25:31.047Z","2024-11-28T13:07:23.650Z","","","","","",""
"5795832667","21922217","AIRPORTING","2024-11-19T23:00:00.000Z","","EFFIA Asnieres-sur-Seine - CRCN021663","0.00","103.00","5121001","Pennylane - Compte Pro Pennylane","BQ1","Journal de trésorerie - Compte Pro Pennylane","1400469441","EFFIA Asnieres-sur-Seine - CRCN021663","","","QJHWREUQTD","2024-11-20T06:01:01.279Z","2024-11-20T08:40:31.148Z","","","","","",""
"5785003062","21922217","AIRPORTING","2024-11-18T23:00:00.000Z","","AMAZON PAYMENTS","0.00","40.49","5121001","Pennylane - Compte Pro Pennylane","BQ1","Journal de trésorerie - Compte Pro Pennylane","1397920562","AMAZON PAYMENTS","","","DAA5IFHLJT","2024-11-19T11:05:20.888Z","2024-11-19T13:08:07.175Z","81714650","401100034","Amazon","","",""
"5784963483","21922217","AIRPORTING","2024-11-18T23:00:00.000Z","","AMAZON PAYMENTS","0.00","1.99","5121001","Pennylane - Compte Pro Pennylane","BQ1","Journal de trésorerie - Compte Pro Pennylane","1397926829","AMAZON PAYMENTS","","","NTMGUJKU2Z","2024-11-19T11:06:33.424Z","2024-11-19T13:05:59.983Z","81714650","401100034","Amazon","","",""
"5668865929","21922217","AIRPORTING","2024-11-05T23:00:00.000Z","","COMMANDE","0.00","3.20","5121001","Pennylane - Compte Pro Pennylane","BQ1","Journal de trésorerie - Compte Pro Pennylane","1364991563","COMMANDE","","","KS69EM2BBW","2024-11-06T07:36:25.696Z","2024-11-07T12:25:47.765Z","83143659","401100054","Infogreffe","","",""
"5768690435","21922217","AIRPORTING","2024-11-17T23:00:00.000Z","","STRIPE PAYOUT / transaction_id = Stripe_txn_1QMJL8E2IquGd2RfXJohNGde","0.00","41114.50","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1393556997","STRIPE PAYOUT / transaction_id = Stripe_txn_1QMJL8E2IquGd2RfXJohNGde","","","TGDXQ0EHAQ","2024-11-18T02:53:22.330Z","2024-11-18T11:27:40.055Z","","","","","",""
"5694486681","21922217","AIRPORTING","2024-11-07T23:00:00.000Z","","Remboursement émis vers / admin@qomon.com / Dolphins / admin@qomon.com / Airporting - F-2024-2384 / transaction_id = Stripe_pyr_1QIoTBE2IquGd2RfozR1ENV3","0.00","3600.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1376037954","Remboursement émis vers / admin@qomon.com / Dolphins / admin@qomon.com / Airporting - F-2024-2384 / transaction_id = Stripe_pyr_1QIoTBE2IquGd2RfozR1ENV3","","","MLA0LDMTIL","2024-11-09T02:53:22.254Z","2024-11-11T13:22:10.699Z","","","","","",""
"5669095443","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de LEMON LEARNING SASU/ Airporting - F-2024-2393 / pierre.leroux@lemonlearning.fr / pierre.leroux@lemonlearning.fr / Leroux / pierre.leroux@lemonlearning.fr / AIRP - F-2024-2393 / paid_by = sepa_debit / Airporting - F-2024-2393 / transaction_id = Stripe_py_3QHX7JE2IquGd2Rf1sa2GkTz","7488.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337477","Paiement reçu de LEMON LEARNING SASU/ Airporting - F-2024-2393 / pierre.leroux@lemonlearning.fr / pierre.leroux@lemonlearning.fr / Leroux / pierre.leroux@lemonlearning.fr / AIRP - F-2024-2393 / paid_by = sepa_debit / Airporting - F-2024-2393 / transaction_id = Stripe_py_3QHX7JE2IquGd2Rf1sa2GkTz","","","Y2QPBYPCYS","2024-11-07T02:53:19.420Z","2024-11-07T12:28:18.791Z","81075615","411100032","LEMON LEARNING SASU","","",""
"5668978590","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de CLINT SAS/ Airporting - F-2024-2379 / christelle@clintagency.com / christelle@clintagency.com / CLINT SAS / christelle@clintagency.com / AIRP - F-2024-2379 / paid_by = sepa_debit / Airporting - F-2024-2379 / transaction_id = Stripe_py_3QHX64E2IquGd2Rf0BBxjzlN","318.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337482","Paiement reçu de CLINT SAS/ Airporting - F-2024-2379 / christelle@clintagency.com / christelle@clintagency.com / CLINT SAS / christelle@clintagency.com / AIRP - F-2024-2379 / paid_by = sepa_debit / Airporting - F-2024-2379 / transaction_id = Stripe_py_3QHX64E2IquGd2Rf0BBxjzlN","","","JAL8PLAQVL","2024-11-07T02:53:19.420Z","2024-11-07T12:27:03.108Z","81075599","411100014","CLINT SAS","","",""
"5669116255","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de GUIMINI SARL/ Airporting - F-2024-2386 / comptabilite@guimini.com / comptabilite@guimini.com / GUIMINI / comptabilite@guimini.com / AIRP - F-2024-2386 / paid_by = sepa_debit / Airporting - F-2024-2386 / transaction_id = Stripe_py_3QHX6jE2IquGd2Rf1cKQMvu1","2100.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337479","Paiement reçu de GUIMINI SARL/ Airporting - F-2024-2386 / comptabilite@guimini.com / comptabilite@guimini.com / GUIMINI / comptabilite@guimini.com / AIRP - F-2024-2386 / paid_by = sepa_debit / Airporting - F-2024-2386 / transaction_id = Stripe_py_3QHX6jE2IquGd2Rf1cKQMvu1","","","1TLIB6O7ZC","2024-11-07T02:53:19.420Z","2024-11-07T12:28:44.288Z","81075605","411100021","GUIMINI SARL","","",""
"5669053885","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de benjamin.bing@perlib.fr/ Airporting - F-2024-2385 / benjamin.bing@perlib.fr / benjamin.bing@perlib.fr / DBL PATRIMOINE / benjamin.bing@perlib.fr / AIRP - F-2024-2385 / paid_by = sepa_debit / Airporting - F-2024-2385 / transaction_id = Stripe_py_3QHXDME2IquGd2Rf1Y3Qw4R7","5724.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337475","Paiement reçu de benjamin.bing@perlib.fr/ Airporting - F-2024-2385 / benjamin.bing@perlib.fr / benjamin.bing@perlib.fr / DBL PATRIMOINE / benjamin.bing@perlib.fr / AIRP - F-2024-2385 / paid_by = sepa_debit / Airporting - F-2024-2385 / transaction_id = Stripe_py_3QHXDME2IquGd2Rf1Y3Qw4R7","","","BI8N8AA2WI","2024-11-07T02:53:19.420Z","2024-11-07T13:34:22.633Z","81075601","411100016","DBL Patrimoine","","",""
"5669110689","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de GIE ipso Transverse/ Airporting - F-2024-2390 / achats.sas@ipsosante.fr / achats.transverse@ipsosante.fr / Ipso Sante SAS / achats.sas@ipsosante.fr / AIRP - F-2024-2390 / paid_by = sepa_debit / Airporting - F-2024-2390 / transaction_id = Stripe_py_3QHX73E2IquGd2Rf1AYo45XL","3600.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337478","Paiement reçu de GIE ipso Transverse/ Airporting - F-2024-2390 / achats.sas@ipsosante.fr / achats.transverse@ipsosante.fr / Ipso Sante SAS / achats.sas@ipsosante.fr / AIRP - F-2024-2390 / paid_by = sepa_debit / Airporting - F-2024-2390 / transaction_id = Stripe_py_3QHX73E2IquGd2Rf1AYo45XL","","","DPSRPEFXDV","2024-11-07T02:53:19.420Z","2024-11-07T12:28:30.566Z","81075609","411100025","ipso Santé SAS","","",""
"5670916904","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de benjamin.bing@perlib.fr/ Airporting - F-2024-2385 / benjamin.bing@perlib.fr / benjamin.bing@perlib.fr / DBL PATRIMOINE / benjamin.bing@perlib.fr / AIRP - F-2024-2385 / paid_by = sepa_debit / Airporting - F-2024-2385 / transaction_id = Stripe_py_3QHXEuE2IquGd2Rf1VvTAgxd","6000.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337474","Paiement reçu de benjamin.bing@perlib.fr/ Airporting - F-2024-2385 / benjamin.bing@perlib.fr / benjamin.bing@perlib.fr / DBL PATRIMOINE / benjamin.bing@perlib.fr / AIRP - F-2024-2385 / paid_by = sepa_debit / Airporting - F-2024-2385 / transaction_id = Stripe_py_3QHXEuE2IquGd2Rf1VvTAgxd","","","GKNJTZEFJY","2024-11-07T02:53:19.420Z","2024-11-07T13:34:22.633Z","","","","","",""
"5668990490","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de BEEKAST SAS/ Airporting - F-2024-2377 / compta@beekast.com / compta@beekast.com / Beekast / compta@beekast.com / AIRP - F-2024-2377 / paid_by = sepa_debit / Airporting - F-2024-2377 / transaction_id = Stripe_py_3QHX5uE2IquGd2Rf1tvm6EMh","3816.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337483","Paiement reçu de BEEKAST SAS/ Airporting - F-2024-2377 / compta@beekast.com / compta@beekast.com / Beekast / compta@beekast.com / AIRP - F-2024-2377 / paid_by = sepa_debit / Airporting - F-2024-2377 / transaction_id = Stripe_py_3QHX5uE2IquGd2Rf1tvm6EMh","","","JYMAVLYYIG","2024-11-07T02:53:19.420Z","2024-11-07T12:27:18.366Z","81075593","411100007","BEEKAST SAS","","",""
"5668951616","21922217","AIRPORTING","2024-11-03T23:00:00.000Z","","Paiement reçu de Qomon/ Airporting - F-2024-2384 / admin@qomon.com / admin@qomon.com / Dolphins / admin@qomon.com / AIRP - F-2024-2384 / paid_by = sepa_debit / Airporting - F-2024-2384 / transaction_id = Stripe_py_3QHX6WE2IquGd2Rf1RWvl7ib","7200.00","0.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1369337480","Paiement reçu de Qomon/ Airporting - F-2024-2384 / admin@qomon.com / admin@qomon.com / Dolphins / admin@qomon.com / AIRP - F-2024-2384 / paid_by = sepa_debit / Airporting - F-2024-2384 / transaction_id = Stripe_py_3QHX6WE2IquGd2Rf1RWvl7ib","","","IEQOOEYZ2D","2024-11-07T02:53:19.420Z","2024-11-07T12:26:40.950Z","81075604","411100019","DOLPHINS SAS","","",""
"4749098794","21922217","AIRPORTING","2024-07-29T22:00:00.000Z","","030624 TOUS COMPTES FAITS AIRPORTING","0.00","900.00","5121001","Pennylane - Compte Pro Pennylane","BQ1","Journal de trésorerie - Compte Pro Pennylane","1152638281","030624 TOUS COMPTES FAITS AIRPORTING","","","EGUIEBJW76","2024-07-30T02:04:45.165Z","2024-07-30T02:04:46.114Z","98160207","401100088","TOUS COMPTES FAITS","","",""
"4136218728","21922217","AIRPORTING","2024-05-14T22:00:00.000Z","","Litige/Dispute  Chargeback withdrawal for py_3PESHrE2IquGd2Rf0WkteMym / Airporting - F-2024-2220 2/2 pierre.leroux@lemonlearning.fr pierre.leroux@lemonlearning.fr / payment = sepa_debit / transaction_id = Stripe_du_1PGjciE2IquGd2RfU2ihBCNV","0.00","6000.00","5121003","Stripe - Stripe","BQ3","Journal de trésorerie - Stripe","1012165303","Litige/Dispute  Chargeback withdrawal for py_3PESHrE2IquGd2Rf0WkteMym / Airporting - F-2024-2220 2/2 pierre.leroux@lemonlearning.fr pierre.leroux@lemonlearning.fr / payment = sepa_debit / transaction_id = Stripe_du_1PGjciE2IquGd2RfU2ihBCNV","","","SFNTKNIOTY","2024-05-16T00:53:28.915Z","2024-05-16T03:07:37.918Z","","","","","",""
